0x0000	0x00-1
0x0E33	0x82B9
0x0E34	0x82B1
0x0E35	0x82AC
0x0E36	0x82A5
0x0E37	0x82BB
0x0E38	0x82E7
0x0E39	0x8303
0x0E3A	0x8305
0x0E3B	0x82E3
0x0E3C	0x82DB
0x0E3D	0x82E6
0x0E3E	0x8304
0x0E3F	0x82E5
0x0E40	0x8302
0x0E41	0x8309
0x0E42	0x82D2
0x0E43	0x82D7
0x0E44	0x82F1
0x0E45	0x8301
0x0E46	0x82DC
0x0E47	0x82D4
0x0E48	0x82D1
0x0E49	0x82DE
0x0E4A	0x82D3
0x0E4B	0x82DF
0x0E4C	0x832B
0x0E4D	0x8352
0x0E4E	0x8354
0x0E4F	0x834A
0x0E50	0x8338
0x0E51	0x8350
0x0E52	0x8349
0x0E53	0x8335
0x0E54	0x8334
0x0E55	0x834F
0x0E56	0x8332
0x0E57	0x8339
0x0E58	0x8336
0x0E59	0x8317
0x0E5A	0x8340
0x0E5B	0x8331
0x0E5C	0x838E
0x0E5D	0x839E
0x0E5E	0x8398
0x0E5F	0x8378
0x0E60	0x83A2
0x0E61	0x8396
0x0E62	0x83BD
0x0E63	0x83AB
0x0E64	0x8392
0x0E65	0x838A
0x0E66	0x8393
0x0E67	0x8389
0x0E68	0x83A0
0x0E69	0x8377
0x0E6A	0x837B
0x0E6B	0x837C
0x0E6C	0x83E9
0x0E6D	0x8403
0x0E6E	0x83F8
0x0E6F	0x840D
0x0E70	0x83E0
0x0E71	0x83C5
0x0E72	0x840B
0x0E73	0x83C1
0x0E74	0x83EF
0x0E75	0x83F1
0x0E76	0x83F4
0x0E77	0x8457
0x0E78	0x840A
0x0E79	0x83F0
0x0E7A	0x840C
0x0E7B	0x83CC
0x0E7C	0x83FD
0x0E7D	0x83F2
0x0E7E	0x83CA
0x0E7F	0x8438
0x0E80	0x840E
0x0E81	0x8404
0x0E82	0x83DC
0x0E83	0x8482
0x0E84	0x8477
0x0E85	0x843D
0x0E86	0x8431
0x0E87	0x8475
0x0E88	0x8466
0x0E89	0x846B
0x0E8A	0x8449
0x0E8B	0x846C
0x0E8C	0x845B
0x0E8D	0x843C
0x0E8E	0x8435
0x0E8F	0x8461
0x0E90	0x8463
0x0E91	0x8469
0x0E92	0x84C9
0x0E93	0x84BF
0x0E94	0x84C6
0x0E95	0x84C4
0x0E96	0x8499
0x0E97	0x849E
0x0E98	0x84B2
0x0E99	0x849C
0x0E9A	0x84CB
0x0E9B	0x84B8
0x0E9C	0x84C0
0x0E9D	0x84D3
0x0E9E	0x8490
0x0E9F	0x84BC
0x0EA0	0x8517
0x0EA1	0x853D
0x0EA2	0x851A
0x0EA3	0x84EE
0x0EA4	0x852C
0x0EA5	0x852D
0x0EA6	0x8513
0x0EA7	0x8511
0x0EA8	0x8523
0x0EA9	0x8521
0x0EAA	0x8514
0x0EAB	0x84EC
0x0EAC	0x8525
0x0EAD	0x84FF
0x0EAE	0x854A
0x0EAF	0x8559
0x0EB0	0x8548
0x0EB1	0x8568
0x0EB2	0x8569
0x0EB3	0x8543
0x0EB4	0x8549
0x0EB5	0x856D
0x0EB6	0x856A
0x0EB7	0x85AA
0x0EB8	0x8584
0x0EB9	0x857E
0x0EBA	0x859C
0x0EBB	0x8591
0x0EBC	0x8594
0x0EBD	0x85AF
0x0EBE	0x859B
0x0EBF	0x8587
0x0EC0	0x85CF
0x0EC1	0x85A9
0x0EC2	0x85CD
0x0EC3	0x85D0
0x0EC4	0x85C9
0x0EC5	0x85B0
0x0EC6	0x85E9
0x0EC7	0x85DD
0x0EC8	0x85EA
0x0EC9	0x85D5
0x0ECA	0x85E4
0x0ECB	0x85E5
0x0ECC	0x85FB
0x0ECD	0x85F9
0x0ECE	0x8611
0x0ECF	0x85FA
0x0ED0	0x8606
0x0ED1	0x860B
0x0ED2	0x8607
0x0ED3	0x860A
0x0ED4	0x8617
0x0ED5	0x862D
0x0ED6	0x861A
0x0ED7	0x8638
0x0ED8	0x863F
0x0ED9	0x864E
0x0EDA	0x8650
0x0EDB	0x8654
0x0EDC	0x8655
0x0EDD	0x5F6A
0x0EDE	0x865B
0x0EDF	0x865C
0x0EE0	0x865E
0x0EE1	0x865F
0x0EE2	0x8667
0x0EE3	0x866B
0x0EE4	0x8671
0x0EE5	0x8679
0x0EE6	0x868A
0x0EE7	0x86AA
0x0EE8	0x8693
0x0EE9	0x86A4
0x0EEA	0x86A9
0x0EEB	0x868C
0x0EEC	0x86A3
0x0EED	0x86C7
0x0EEE	0x86C0
0x0EEF	0x86B6
0x0EF0	0x86C4
0x0EF1	0x86B5
0x0EF2	0x86C6
0x0EF3	0x86CB
0x0EF4	0x86B1
0x0EF5	0x86AF
0x0EF6	0x86DF
0x0EF7	0x86D9
0x0EF8	0x86ED
0x0EF9	0x86D4
0x0EFA	0x86DB
0x0EFB	0x86E4
0x0EFC	0x86F9
0x0EFD	0x8713
0x0EFE	0x8708
0x0EFF	0x8707
0x0F00	0x8700
0x0F01	0x86FE
0x0F02	0x86FB
0x0F03	0x8702
0x0F04	0x8703
0x0F05	0x873F
0x0F06	0x871C
0x0F07	0x873B
0x0F08	0x8722
0x0F09	0x8725
0x0F0A	0x8734
0x0F0B	0x8718
0x0F0C	0x8755
0x0F0D	0x8782
0x0F0E	0x8774
0x0F0F	0x8776
0x0F10	0x8760
0x0F11	0x8766
0x0F12	0x8778
0x0F13	0x8768
0x0F14	0x8759
0x0F15	0x8757
0x0F16	0x874C
0x0F17	0x8783
0x0F18	0x879F
0x0F19	0x879E
0x0F1A	0x87A2
0x0F1B	0x878D
0x0F1C	0x87C0
0x0F1D	0x87D1
0x0F1E	0x87B3
0x0F1F	0x87D2
0x0F20	0x87C6
0x0F21	0x87AB
0x0F22	0x87BB
0x0F23	0x87BA
0x0F24	0x87C8
0x0F25	0x87CB
0x0F26	0x87EF
0x0F27	0x87EC
0x0F28	0x87F2
0x0F29	0x87FB
0x0F2A	0x8805
0x0F2B	0x880D
0x0F2C	0x87F9
0x0F2D	0x8814
0x0F2E	0x8815
0x0F2F	0x8823
0x0F30	0x8822
0x0F31	0x8821
0x0F32	0x881F
0x0F33	0x8831
0x0F34	0x8836
0x0F35	0x8839
0x0F36	0x883B
0x0F37	0x8840
0x0F38	0x884C
0x0F39	0x884D
0x0F3A	0x8853
0x0F3B	0x8857
0x0F3C	0x8859
0x0F3D	0x885B
0x0F3E	0x885D
0x0F3F	0x8861
0x0F40	0x8862
0x0F41	0x8863
0x0F42	0x521D
0x0F43	0x8868
0x0F44	0x886B
0x0F45	0x8870
0x0F46	0x8877
0x0F47	0x8881
0x0F48	0x8882
0x0F49	0x889E
0x0F4A	0x8888
0x0F4B	0x88AB
0x0F4C	0x8892
0x0F4D	0x8896
0x0F4E	0x888D
0x0F4F	0x888B
0x0F50	0x88C1
0x0F51	0x88C2
0x0F52	0x88B1
0x0F53	0x88DF
0x0F54	0x88D4
0x0F55	0x88D9
0x0F56	0x88DC
0x0F57	0x88D8
0x0F58	0x88DD
0x0F59	0x88E1
0x0F5A	0x88CA
0x0F5B	0x88D5
0x0F5C	0x88F3
0x0F5D	0x8902
0x0F5E	0x88F4
0x0F5F	0x88F9
0x0F60	0x88F8
0x0F61	0x88FD
0x0F62	0x88E8
0x0F63	0x891A
0x0F64	0x8910
0x0F65	0x8907
0x0F66	0x8912
0x0F67	0x8913
0x0F68	0x892A
0x0F69	0x8932
0x0F6A	0x8925
0x0F6B	0x892B
0x0F6C	0x893B
0x0F6D	0x8936
0x0F6E	0x8944
0x0F6F	0x8938
0x0F70	0x8960
0x0F71	0x895F
0x0F72	0x8956
0x0F73	0x8964
0x0F74	0x896A
0x0F75	0x8972
0x0F76	0x896F
0x0F77	0x897F
0x0F78	0x8981
0x0F79	0x8983
0x0F7A	0x8986
0x0F7B	0x898B
0x0F7C	0x8993
0x0F7D	0x898F
0x0F7E	0x8996
0x0F7F	0x89AA
0x0F80	0x89A6
0x0F81	0x89AC
0x0F82	0x89B2
0x0F83	0x89BA
0x0F84	0x89BD
0x0F85	0x89C0
0x0F86	0x89D2
0x0F87	0x89E3
0x0F88	0x89F4
0x0F89	0x89F8
0x0F8A	0x8A00
0x0F8B	0x8A08
0x0F8C	0x8A02
0x0F8D	0x8A03
0x0F8E	0x8A18
0x0F8F	0x8A10
0x0F90	0x8A0E
0x0F91	0x8A0C
0x0F92	0x8A15
0x0F93	0x8A0A
0x0F94	0x8A17
0x0F95	0x8A13
0x0F96	0x8A16
0x0F97	0x8A2A
0x0F98	0x8A1D
0x0F99	0x8A23
0x0F9A	0x8A25
0x0F9B	0x8A31
0x0F9C	0x8A2D
0x0F9D	0x8A1F
0x0F9E	0x8A1B
0x0F9F	0x8A3B
0x0FA0	0x8A60
0x0FA1	0x8A55
0x0FA2	0x8A5E
0x0FA3	0x8A3C
0x0FA4	0x8A41
0x0FA5	0x8A54
0x0FA6	0x8A5B
0x0FA7	0x8A50
0x0FA8	0x8A46
0x0FA9	0x8A34
0x0FAA	0x8A3A
0x0FAB	0x8A6B
0x0FAC	0x8A72
0x0FAD	0x8A73
0x0FAE	0x8A66
0x0FAF	0x8A69
0x0FB0	0x8A70
0x0FB1	0x8A87
0x0FB2	0x8A7C
0x0FB3	0x8A63
0x0FB4	0x8AA0
0x0FB5	0x8A71
0x0FB6	0x8A85
0x0FB7	0x8A6D
0x0FB8	0x8A62
0x0FB9	0x8A6E
0x0FBA	0x8A6C
0x0FBB	0x8A79
0x0FBC	0x8AA6
0x0FBD	0x8A8C
0x0FBE	0x8A9E
0x0FBF	0x8AA3
0x0FC0	0x8A8D
0x0FC1	0x8AA1
0x0FC2	0x8A93
0x0FC3	0x8AA4
0x0FC4	0x8AAA
0x0FC5	0x8AA5
0x0FC6	0x8AA8
0x0FC7	0x8A98
0x0FC8	0x8A91
0x0FC9	0x8ABC
0x0FCA	0x8AD2
0x0FCB	0x8AC7
0x0FCC	0x8AC4
0x0FCD	0x8A95
0x0FCE	0x8ACB
0x0FCF	0x8AF8
0x0FD0	0x8AB2
0x0FD1	0x8AC9
0x0FD2	0x8AC2
0x0FD3	0x8ABF
0x0FD4	0x8AB0
0x0FD5	0x8AD6
0x0FD6	0x8ACD
0x0FD7	0x8AE6
0x0FD8	0x8AFA
0x0FD9	0x8AEB
0x0FDA	0x8AF1
0x0FDB	0x8B00
0x0FDC	0x8ADC
0x0FDD	0x8AE7
0x0FDE	0x8AEE
0x0FDF	0x8AFE
0x0FE0	0x8B01
0x0FE1	0x8B02
0x0FE2	0x8AF7
0x0FE3	0x8AED
0x0FE4	0x8B0E
0x0FE5	0x8B17
0x0FE6	0x8B19
0x0FE7	0x8B1B
0x0FE8	0x8B0A
0x0FE9	0x8B20
0x0FEA	0x8B1D
0x0FEB	0x8B04
0x0FEC	0x8B28
0x0FED	0x8B39
0x0FEE	0x8B2C
0x0FEF	0x8B41
0x0FF0	0x8B5C
0x0FF1	0x8B58
0x0FF2	0x8B49
0x0FF3	0x8B5A
0x0FF4	0x8B4E
0x0FF5	0x8B4F
0x0FF6	0x8B70
0x0FF7	0x8B6C
0x0FF8	0x8B66
0x0FF9	0x8B6F
0x0FFA	0x8B74
0x0FFB	0x8B77
0x0FFC	0x8B7D
0x0FFD	0x8B80
0x0FFE	0x8B8A
0x0FFF	0x8B93
0x1000	0x8B92
0x1001	0x8B96
0x1002	0x8B9A
0x1003	0x8C37
0x1004	0x8C41
0x1005	0x8C3F
0x1006	0x8C46
0x1007	0x8C48
0x1008	0x8C49
0x1009	0x8C4C
0x100A	0x8C4E
0x100B	0x8C50
0x100C	0x8C54
0x100D	0x8C55
0x100E	0x8C5A
0x100F	0x8C61
0x1010	0x8C62
0x1011	0x8C6A
0x1012	0x8C6C
0x1013	0x8C6B
0x1014	0x8C7A
0x1015	0x8C79
0x1016	0x8C82
0x1017	0x8C8A
0x1018	0x8C89
0x1019	0x8C8D
0x101A	0x8C8C
0x101B	0x8C93
0x101C	0x8C9D
0x101D	0x8C9E
0x101E	0x8CA0
0x101F	0x8CA1
0x1020	0x8CA2
0x1021	0x8CA9
0x1022	0x8CAC
0x1023	0x8CAB
0x1024	0x8CA8
0x1025	0x8CAA
0x1026	0x8CA7
0x1027	0x8CAF
0x1028	0x8CBC
0x1029	0x8CB3
0x102A	0x8CBD
0x102B	0x8CC1
0x102C	0x8CBB
0x102D	0x8CC0
0x102E	0x8CB4
0x102F	0x8CB7
0x1030	0x8CB6
0x1031	0x8CBF
0x1032	0x8CB8
0x1033	0x8CCA
0x1034	0x8CC7
0x1035	0x8CC8
0x1036	0x8CC4
0x1037	0x8CB2
0x1038	0x8CC3
0x1039	0x8CC2
0x103A	0x8CC5
0x103B	0x8CD3
0x103C	0x8CD1
0x103D	0x8CD2
0x103E	0x8CE0
0x103F	0x8CDE
0x1040	0x8CE6
0x1041	0x8CE4
0x1042	0x8CEC
0x1043	0x8CED
0x1044	0x8CE2
0x1045	0x8CE3
0x1046	0x8CDC
0x1047	0x8CEA
0x1048	0x8CF4
0x1049	0x8CFA
0x104A	0x8CFD
0x104B	0x8CFC
0x104C	0x8D05
0x104D	0x8D08
0x104E	0x8D0A
0x104F	0x8D0F
0x1050	0x8D0D
0x1051	0x8D13
0x1052	0x8D16
0x1053	0x8D17
0x1054	0x8D1B
0x1055	0x8D64
0x1056	0x8D67
0x1057	0x8D66
0x1058	0x8D6B
0x1059	0x8D6D
0x105A	0x8D70
0x105B	0x8D74
0x105C	0x8D73
0x105D	0x8D77
0x105E	0x8D8A
0x105F	0x8D85
0x1060	0x8D81
0x1061	0x8D99
0x1062	0x8D95
0x1063	0x8D9F
0x1064	0x8DA3
0x1065	0x8DA8
0x1066	0x8DB3
0x1067	0x8DB4
0x1068	0x8DBE
0x1069	0x8DCE
0x106A	0x8DDD
0x106B	0x8DCB
0x106C	0x8DDA
0x106D	0x8DD1
0x106E	0x8DCC
0x106F	0x8DDB
0x1070	0x8DC6
0x1071	0x8DE1
0x1072	0x8DDF
0x1073	0x8DE8
0x1074	0x8DEF
0x1075	0x8DF3
0x1076	0x8DFA
0x1077	0x8DEA
0x1078	0x8DFC
0x1079	0x8E2B
0x107A	0x8E10
0x107B	0x8E1D
0x107C	0x8E22
0x107D	0x8E0F
0x107E	0x8E29
0x107F	0x8E1F
0x1080	0x8E44
0x1081	0x8E31
0x1082	0x8E34
0x1083	0x8E42
0x1084	0x8E39
0x1085	0x8E35
0x1086	0x8E49
0x1087	0x8E4B
0x1088	0x8E48
0x1089	0x8E4A
0x108A	0x8E59
0x108B	0x8E63
0x108C	0x8E66
0x108D	0x8E64
0x108E	0x8E7C
0x108F	0x8E72
0x1090	0x8E87
0x1091	0x8E76
0x1092	0x8E6C
0x1093	0x8E7A
0x1094	0x8E89
0x1095	0x8E81
0x1096	0x8E85
0x1097	0x8E82
0x1098	0x8E8A
0x1099	0x8E8D
0x109A	0x8E91
0x109B	0x8EA1
0x109C	0x8EAA
0x109D	0x8EAB
0x109E	0x8EAC
0x109F	0x8EB2
0x10A0	0x8EBA
0x10A1	0x8EC0
0x10A2	0x8ECA
0x10A3	0x8ECB
0x10A4	0x8ECD
0x10A5	0x8ECC
0x10A6	0x8ED2
0x10A7	0x8ED4
0x10A8	0x8EDB
0x10A9	0x8EDF
0x10AA	0x8EFB
0x10AB	0x8EF8
0x10AC	0x8EFC
0x10AD	0x8F03
0x10AE	0x8F09
0x10AF	0x8EFE
0x10B0	0x8F0A
0x10B1	0x8F14
0x10B2	0x8F12
0x10B3	0x8F15
0x10B4	0x8F13
0x10B5	0x8F1D
0x10B6	0x8F1B
0x10B7	0x8F1F
0x10B8	0x8F29
0x10B9	0x8F26
0x10BA	0x8F2A
0x10BB	0x8F1C
0x10BC	0x8F3B
0x10BD	0x8F2F
0x10BE	0x8F38
0x10BF	0x8F44
0x10C0	0x8F3E
0x10C1	0x8F42
0x10C2	0x8F45
0x10C3	0x8F3F
0x10C4	0x8F49
0x10C5	0x8F4D
0x10C6	0x8F54
0x10C7	0x8F4E
0x10C8	0x8F5F
0x10C9	0x8F61
0x10CA	0x8F9B
0x10CB	0x8F9C
0x10CC	0x8F9F
0x10CD	0x8FA3
0x10CE	0x8FA8
0x10CF	0x8FA6
0x10D0	0x8FAD
0x10D1	0x8FAF
0x10D2	0x8FB0
0x10D3	0x8FB1
0x10D4	0x8FB2
0x10D5	0x8FC2
0x10D6	0x8FC6
0x10D7	0x8FC5
0x10D8	0x8FC4
0x10D9	0x5DE1
0x10DA	0x8FCE
0x10DB	0x8FD4
0x10DC	0x8FD1
0x10DD	0x8FF0
0x10DE	0x8FE6
0x10DF	0x8FE2
0x10E0	0x8FEA
0x10E1	0x8FE5
0x10E2	0x8FED
0x10E3	0x8FEB
0x10E4	0x9001
0x10E5	0x9006
0x10E6	0x8FF7
0x10E7	0x9000
0x10E8	0x8FFA
0x10E9	0x8FF4
0x10EA	0x9003
0x10EB	0x8FFD
0x10EC	0x9005
0x10ED	0x9019
0x10EE	0x900D
0x10EF	0x901A
0x10F0	0x9017
0x10F1	0x9023
0x10F2	0x901F
0x10F3	0x901D
0x10F4	0x9010
0x10F5	0x9015
0x10F6	0x901E
0x10F7	0x9020
0x10F8	0x900F
0x10F9	0x9022
0x10FA	0x9016
0x10FB	0x901B
0x10FC	0x9014
0x10FD	0x902E
0x10FE	0x9035
0x10FF	0x9031
0x1100	0x9038
0x1101	0x9032
0x1102	0x904B
0x1103	0x904A
0x1104	0x9053
0x1105	0x9042
0x1106	0x9054
0x1107	0x903C
0x1108	0x9055
0x1109	0x9050
0x110A	0x9047
0x110B	0x904F
0x110C	0x904E
0x110D	0x904D
0x110E	0x9051
0x110F	0x903E
0x1110	0x9041
0x1111	0x9060
0x1112	0x9058
0x1113	0x905C
0x1114	0x9063
0x1115	0x9059
0x1116	0x905E
0x1117	0x9069
0x1118	0x906E
0x1119	0x9068
0x111A	0x906D
0x111B	0x9077
0x111C	0x9075
0x111D	0x9074
0x111E	0x9078
0x111F	0x9072
0x1120	0x907C
0x1121	0x907A
0x1122	0x907F
0x1123	0x907D
0x1124	0x9084
0x1125	0x9081
0x1126	0x9082
0x1127	0x9080
0x1128	0x9087
0x1129	0x908A
0x112A	0x9090
0x112B	0x908F
0x112C	0x9091
0x112D	0x9095
0x112E	0x90A2
0x112F	0x90AA
0x1130	0x90A6
0x1131	0x90A3
0x1132	0x90B5
0x1133	0x90B8
0x1134	0x90B1
0x1135	0x90CA
0x1136	0x90CE
0x1137	0x90C1
0x1138	0x90E1
0x1139	0x90E8
0x113A	0x90ED
0x113B	0x90FD
0x113C	0x9102
0x113D	0x90F5
0x113E	0x9109
0x113F	0x9112
0x1140	0x9119
0x1141	0x9130
0x1142	0x912D
0x1143	0x9127
0x1144	0x9131
0x1145	0x9139
0x1146	0x9149
0x1147	0x914B
0x1148	0x914A
0x1149	0x9152
0x114A	0x914D
0x114B	0x914C
0x114C	0x9157
0x114D	0x9163
0x114E	0x9165
0x114F	0x916C
0x1150	0x916A
0x1151	0x9169
0x1152	0x9175
0x1153	0x9178
0x1154	0x9177
0x1155	0x9187
0x1156	0x9189
0x1157	0x918B
0x1158	0x9183
0x1159	0x9192
0x115A	0x91A3
0x115B	0x919E
0x115C	0x919C
0x115D	0x91AB
0x115E	0x91AC
0x115F	0x91BA
0x1160	0x91C0
0x1161	0x91C1
0x1162	0x91C7
0x1163	0x91C9
0x1164	0x91CB
0x1165	0x91CC
0x1166	0x91CD
0x1167	0x91CE
0x1168	0x91CF
0x1169	0x91D0
0x116A	0x91D1
0x116B	0x91D8
0x116C	0x91DD
0x116D	0x91D7
0x116E	0x91DC
0x116F	0x91F5
0x1170	0x91E6
0x1171	0x91E3
0x1172	0x91E7
0x1173	0x9214
0x1174	0x9223
0x1175	0x9215
0x1176	0x9209
0x1177	0x921E
0x1178	0x920D
0x1179	0x9210
0x117A	0x9237
0x117B	0x9257
0x117C	0x9238
0x117D	0x923D
0x117E	0x9240
0x117F	0x923E
0x1180	0x925B
0x1181	0x924B
0x1182	0x9264
0x1183	0x9251
0x1184	0x9234
0x1185	0x9278
0x1186	0x92AC
0x1187	0x9280
0x1188	0x9285
0x1189	0x9298
0x118A	0x9296
0x118B	0x927B
0x118C	0x9293
0x118D	0x929C
0x118E	0x92C5
0x118F	0x92BB
0x1190	0x92B7
0x1191	0x92EA
0x1192	0x92E4
0x1193	0x92C1
0x1194	0x92B3
0x1195	0x92BC
0x1196	0x92D2
0x1197	0x9320
0x1198	0x9336
0x1199	0x92F8
0x119A	0x9333
0x119B	0x932F
0x119C	0x9322
0x119D	0x92FC
0x119E	0x932B
0x119F	0x9304
0x11A0	0x931A
0x11A1	0x9310
0x11A2	0x9326
0x11A3	0x934D
0x11A4	0x9382
0x11A5	0x9328
0x11A6	0x9375
0x11A7	0x934A
0x11A8	0x9365
0x11A9	0x934B
0x11AA	0x9318
0x11AB	0x937E
0x11AC	0x936C
0x11AD	0x935B
0x11AE	0x9370
0x11AF	0x9394
0x11B0	0x938A
0x11B1	0x9396
0x11B2	0x93A2
0x11B3	0x93B3
0x11B4	0x93AE
0x11B5	0x93E1
0x11B6	0x93D1
0x11B7	0x93DF
0x11B8	0x93C3
0x11B9	0x93C8
0x11BA	0x93DC
0x11BB	0x93DD
0x11BC	0x93D6
0x11BD	0x93E2
0x11BE	0x93CD
0x11BF	0x93D8
0x11C0	0x93E4
0x11C1	0x93D7
0x11C2	0x9418
0x11C3	0x9403
0x11C4	0x93FD
0x11C5	0x942E
0x11C6	0x9433
0x11C7	0x9435
0x11C8	0x943A
0x11C9	0x9438
0x11CA	0x9432
0x11CB	0x9444
0x11CC	0x9451
0x11CD	0x9452
0x11CE	0x9463
0x11CF	0x9460
0x11D0	0x9472
0x11D1	0x9470
0x11D2	0x947D
0x11D3	0x947E
0x11D4	0x947C
0x11D5	0x947F
0x11D6	0x9577
0x11D7	0x9580
0x11D8	0x9582
0x11D9	0x9583
0x11DA	0x9589
0x11DB	0x9594
0x11DC	0x958F
0x11DD	0x958B
0x11DE	0x9591
0x11DF	0x9593
0x11E0	0x9592
0x11E1	0x9598
0x11E2	0x95A1
0x11E3	0x95A8
0x11E4	0x95A9
0x11E5	0x95A3
0x11E6	0x95A5
0x11E7	0x95A4
0x11E8	0x95AD
0x11E9	0x95B1
0x11EA	0x95BB
0x11EB	0x95CA
0x11EC	0x95CB
0x11ED	0x95CC
0x11EE	0x95C8
0x11EF	0x95C6
0x11F0	0x95D4
0x11F1	0x95D6
0x11F2	0x95D0
0x11F3	0x95DC
0x11F4	0x95E1
0x11F5	0x95E2
0x11F6	0x961C
0x11F7	0x9621
0x11F8	0x9632
0x11F9	0x962E
0x11FA	0x9631
0x11FB	0x962A
0x11FC	0x9640
0x11FD	0x963F
0x11FE	0x963B
0x11FF	0x9644
0x1200	0x9650
0x1201	0x964B
0x1202	0x964C
0x1203	0x964D
0x1204	0x9662
0x1205	0x9663
0x1206	0x9661
0x1207	0x965B
0x1208	0x965D
0x1209	0x9664
0x120A	0x966A
0x120B	0x9675
0x120C	0x9673
0x120D	0x9678
0x120E	0x9670
0x120F	0x9674
0x1210	0x9676
0x1211	0x9677
0x1212	0x968A
0x1213	0x968E
0x1214	0x968B
0x1215	0x967D
0x1216	0x9685
0x1217	0x9686
0x1218	0x968D
0x1219	0x9672
0x121A	0x9698
0x121B	0x9694
0x121C	0x9695
0x121D	0x9699
0x121E	0x969C
0x121F	0x969B
0x1220	0x96A7
0x1221	0x96A8
0x1222	0x96AA
0x1223	0x96B1
0x1224	0x96B4
0x1225	0x96B8
0x1226	0x96BB
0x1227	0x96C0
0x1228	0x96C1
0x1229	0x96C5
0x122A	0x96C4
0x122B	0x96CB
0x122C	0x96C6
0x122D	0x96C7
0x122E	0x96CD
0x122F	0x96C9
0x1230	0x96CC
0x1231	0x96D5
0x1232	0x96D6
0x1233	0x96DC
0x1234	0x96D9
0x1235	0x96DB
0x1236	0x96DE
0x1237	0x96E2
0x1238	0x96E3
0x1239	0x96E8
0x123A	0x96EA
0x123B	0x96EF
0x123C	0x96F2
0x123D	0x96F7
0x123E	0x96FB
0x123F	0x96F9
0x1240	0x96F6
0x1241	0x9700
0x1242	0x9704
0x1243	0x9706
0x1244	0x9707
0x1245	0x9709
0x1246	0x970E
0x1247	0x9711
0x1248	0x9716
0x1249	0x970D
0x124A	0x9713
0x124B	0x970F
0x124C	0x971C
0x124D	0x971E
0x124E	0x972A
0x124F	0x9727
0x1250	0x9738
0x1251	0x9739
0x1252	0x9732
0x1253	0x973D
0x1254	0x973E
0x1255	0x9742
0x1256	0x9748
0x1257	0x9744
0x1258	0x9752
0x1259	0x9756
0x125A	0x975B
0x125B	0x975C
0x125C	0x975E
0x125D	0x9760
0x125E	0x9761
0x125F	0x9762
0x1260	0x9766
0x1261	0x9768
0x1262	0x9769
0x1263	0x9774
0x1264	0x9776
0x1265	0x977C
0x1266	0x9785
0x1267	0x978D
0x1268	0x978B
0x1269	0x978F
0x126A	0x9798
0x126B	0x97A0
0x126C	0x97A3
0x126D	0x97A6
0x126E	0x97AD
0x126F	0x97C3
0x1270	0x97C1
0x1271	0x97C6
0x1272	0x97CB
0x1273	0x97CC
0x1274	0x97D3
0x1275	0x97DC
0x1276	0x97ED
0x1277	0x97F3
0x1278	0x7AE0
0x1279	0x7ADF
0x127A	0x97F6
0x127B	0x97FB
0x127C	0x97FF
0x127D	0x9801
0x127E	0x9802
0x127F	0x9803
0x1280	0x9805
0x1281	0x9806
0x1282	0x9808
0x1283	0x9810
0x1284	0x9811
0x1285	0x9813
0x1286	0x980A
0x1287	0x9812
0x1288	0x980C
0x1289	0x9817
0x128A	0x9818
0x128B	0x9821
0x128C	0x9830
0x128D	0x9838
0x128E	0x983B
0x128F	0x9837
0x1290	0x982D
0x1291	0x9839
0x1292	0x9824
0x1293	0x9846
0x1294	0x984D
0x1295	0x984F
0x1296	0x984C
0x1297	0x984E
0x1298	0x9853
0x1299	0x985E
0x129A	0x9858
0x129B	0x985B
0x129C	0x9867
0x129D	0x986B
0x129E	0x986F
0x129F	0x9870
0x12A0	0x9871
0x12A1	0x98A8
0x12A2	0x98AF
0x12A3	0x98B1
0x12A4	0x98B3
0x12A5	0x98B6
0x12A6	0x98BA
0x12A7	0x98BC
0x12A8	0x98C4
0x12A9	0x98DB
0x12AA	0x98DF
0x12AB	0x98E2
0x12AC	0x98E7
0x12AD	0x98EA
0x12AE	0x98EF
0x12AF	0x98E9
0x12B0	0x98F2
0x12B1	0x98ED
0x12B2	0x98FC
0x12B3	0x98F4
0x12B4	0x98FD
0x12B5	0x98FE
0x12B6	0x9903
0x12B7	0x9905
0x12B8	0x990C
0x12B9	0x9909
0x12BA	0x990A
0x12BB	0x9913
0x12BC	0x9912
0x12BD	0x9918
0x12BE	0x9910
0x12BF	0x9928
0x12C0	0x991E
0x12C1	0x991B
0x12C2	0x9921
0x12C3	0x9935
0x12C4	0x993E
0x12C5	0x993F
0x12C6	0x993D
0x12C7	0x9945
0x12C8	0x9952
0x12C9	0x9951
0x12CA	0x995C
0x12CB	0x995E
0x12CC	0x9996
0x12CD	0x9999
0x12CE	0x99A5
0x12CF	0x99A8
0x12D0	0x99AC
0x12D1	0x99AE
0x12D2	0x99AD
0x12D3	0x99B3
0x12D4	0x99B1
0x12D5	0x99B4
0x12D6	0x99C1
0x12D7	0x99DD
0x12D8	0x99D0
0x12D9	0x99DF
0x12DA	0x99DB
0x12DB	0x99D1
0x12DC	0x99D5
0x12DD	0x99D2
0x12DE	0x99D9
0x12DF	0x99ED
0x12E0	0x99E2
0x12E1	0x99F1
0x12E2	0x9A01
0x12E3	0x99FF
0x12E4	0x9A0E
0x12E5	0x9A16
0x12E6	0x9A19
0x12E7	0x9A2B
0x12E8	0x9A30
